id,campaign_result,age,occupation,marriage,academic_background,debt_default,credit,house_loan,personal_loan,duration_time,contact_count,previous_campaign
4258,1,35,1,1,2,0,0,1,0,1073,0,9
4259,0,58,5,2,2,0,360,0,0,188,0,9
4260,0,30,1,2,2,0,321360,1,0,23,0,9
4261,0,29,1,1,2,0,455280,0,0,249,0,9
4262,0,56,2,2,2,0,119040,0,0,123,0,9
4263,0,52,4,2,1,0,1133280,0,0,271,0,9
4264,0,36,2,2,2,0,766080,1,1,97,0,9
4265,0,27,1,1,9,0,6720,1,0,730,0,9
4266,0,45,11,2,2,0,84720,0,0,78,1,1
4267,0,37,2,2,3,0,628680,0,0,67,0,9
4268,0,45,10,2,1,0,38040,1,0,325,0,9
4269,0,55,12,2,2,0,14280,0,1,521,0,9
4270,0,28,4,1,2,0,132360,1,0,14,0,9
4271,0,44,2,2,2,0,63960,1,0,127,2,2
4272,0,47,2,2,3,0,135240,0,0,133,0,9
4273,0,45,2,3,2,0,17520,0,0,216,0,9
4274,0,35,2,2,2,0,100800,1,0,281,0,9
4275,0,30,8,1,2,0,4800,0,0,133,0,9
4276,0,83,12,2,3,0,748320,0,0,283,0,9
4277,0,59,12,2,2,0,124200,1,1,223,0,9
4278,0,33,2,2,2,0,9480,1,0,170,0,9
4279,0,31,8,1,1,0,438240,0,0,285,0,9
4280,1,37,2,1,2,0,-29040,1,0,1149,0,9
4281,0,54,2,2,3,0,-96000,1,0,445,0,9
4282,0,45,2,2,2,0,32160,0,0,96,0,9
4283,0,31,4,1,2,0,250680,1,0,34,0,9
4284,0,47,2,3,2,0,5640,0,1,224,0,9
4285,0,80,12,2,1,0,359280,0,0,320,0,9
4286,0,51,4,2,2,0,981600,1,0,86,0,9
4287,0,30,3,1,3,0,31680,1,0,36,2,3
4288,0,43,4,2,2,0,231240,1,0,63,0,9
4289,0,50,1,2,2,0,189000,0,0,407,0,9
4290,0,47,2,2,3,0,171600,1,0,120,0,9
4291,0,44,2,2,2,0,1072560,1,0,94,0,9
4292,0,41,5,2,3,0,14520,1,0,456,1,2
4293,0,27,1,1,2,0,41880,1,0,165,0,9
4294,1,37,2,2,2,0,57600,0,0,344,8,3
4295,0,42,3,2,3,0,0,1,0,98,0,9
4296,0,77,12,2,1,0,310800,0,0,112,15,1
4297,0,36,1,1,2,0,0,1,1,213,0,9
4298,1,36,3,2,1,0,180720,0,0,326,0,9
4299,0,33,4,2,2,0,0,1,0,831,0,9
4300,0,45,5,2,1,0,6960,1,0,119,3,2
4301,0,30,4,2,1,0,36840,1,1,117,0,9
4302,0,33,8,2,2,0,52560,1,1,129,0,9
4303,0,26,5,2,3,0,4440,1,1,207,2,2
4304,1,31,3,2,3,0,64440,1,0,216,0,9
4305,0,57,12,2,2,0,33960,0,0,123,0,9
4306,0,33,1,2,3,0,107880,1,0,159,0,9
4307,0,36,4,2,2,1,0,0,1,138,0,9
4308,0,39,4,3,9,0,63360,1,0,111,0,9
4309,0,60,12,2,2,1,0,0,0,316,0,9
4310,0,33,4,2,1,0,30720,1,0,151,0,9
4311,0,48,4,2,1,0,120120,1,0,422,0,9
4312,0,40,4,2,1,0,4080,1,0,350,1,2
4313,0,25,1,1,3,0,142200,0,0,135,0,9
4314,0,30,3,1,3,0,200760,0,0,200,0,9
4315,0,50,7,2,2,0,12840,1,0,71,0,9
4316,0,58,12,2,1,0,78840,1,0,128,0,9
4317,0,36,3,1,3,0,164760,1,0,144,0,9
4318,0,51,4,2,2,0,84120,1,0,1051,0,9
4319,0,51,4,2,1,0,135240,1,0,47,0,9
4320,0,37,5,2,3,0,123240,1,0,294,0,9
4321,0,46,2,2,2,0,47880,1,0,699,0,9
4322,0,37,3,2,3,0,0,1,0,148,0,9
4323,0,31,9,2,2,0,13320,0,0,70,0,9
4324,0,36,2,2,2,0,31680,1,1,482,0,9
4325,0,59,11,1,1,0,0,1,0,1307,0,9
4326,0,58,3,2,3,0,0,1,1,293,2,2
4327,0,38,4,2,2,0,87600,1,0,19,8,3
4328,0,30,4,2,2,0,37560,1,1,311,1,2
4329,0,47,2,2,2,0,36240,1,0,89,0,9
4330,0,29,1,1,2,1,-27360,1,0,279,0,9
4331,1,44,1,3,1,0,51480,1,0,80,0,9
4332,0,56,7,2,2,0,318960,1,0,302,0,9
4333,0,32,7,2,2,0,20640,1,0,84,0,9
4334,0,44,1,2,9,0,4800,0,1,160,0,9
4335,0,34,3,1,3,0,72360,0,0,787,0,9
4336,0,74,12,3,1,0,19920,0,0,99,0,9
4337,0,34,3,1,3,0,80760,1,1,271,1,2
4338,0,37,1,2,2,0,1680,1,0,176,0,9
4339,0,43,4,2,1,0,12960,1,1,420,0,9
4340,0,43,11,2,2,0,12480,0,0,332,0,9
4341,1,31,10,1,1,0,3235800,0,0,654,0,9
4342,0,31,1,2,3,0,9600,1,1,63,0,9
4343,0,30,8,1,1,0,120,0,0,119,0,9
4344,0,47,3,3,3,0,301800,0,0,40,0,9
4345,0,60,12,2,3,0,263520,0,0,318,0,9
4346,0,40,4,2,2,0,0,1,1,53,0,9
4347,0,36,4,2,2,1,1560,0,1,150,0,9
4348,0,39,4,2,1,0,260280,0,0,170,0,9
4349,0,42,1,2,2,0,-47520,1,0,80,4,2
4350,1,31,11,2,3,0,600,1,1,635,2,2
4351,0,48,2,2,2,0,237720,1,0,404,5,2
4352,0,31,3,2,3,0,139680,1,1,238,0,9
4353,0,47,2,2,2,0,116400,1,0,742,0,9
4354,0,31,4,2,2,0,214440,1,0,201,0,9
4355,0,35,4,2,2,0,-18120,1,0,96,0,9
4356,0,37,1,2,2,0,0,0,1,176,0,9
4357,0,35,7,2,2,0,199080,1,0,197,0,9
4358,0,39,3,1,3,0,174840,1,0,430,0,9
4359,0,45,1,2,2,0,3000,1,0,82,0,9
4360,0,46,7,2,9,0,9600,1,0,245,0,9
4361,0,52,8,2,1,0,-13200,0,1,141,0,9
4362,1,61,3,2,2,0,118200,0,0,998,0,9
4363,0,39,3,3,3,0,54240,1,0,232,0,9
4364,0,53,3,1,3,0,128880,1,0,523,0,9
4365,0,55,2,2,3,0,141720,0,0,42,0,9
4366,0,54,3,2,3,0,60000,1,0,56,0,9
4367,0,49,2,2,2,0,23400,0,0,211,0,9
4368,0,69,10,2,1,0,129600,0,0,164,0,9
4369,0,37,1,2,2,0,247320,1,1,867,4,1
4370,0,39,2,2,2,0,100080,1,1,390,0,9
4371,0,30,4,1,2,0,15600,0,0,291,0,9
4372,0,46,1,1,2,0,90840,1,1,342,3,2
4373,1,33,1,1,2,0,72840,0,0,110,0,9
4374,0,55,2,3,2,0,27000,0,1,116,0,9
4375,1,53,2,2,2,0,237840,1,1,160,0,9
4376,1,46,3,2,3,0,32760,1,0,1962,3,2
4377,1,30,6,1,2,0,201720,0,0,329,0,9
4378,0,47,1,2,3,0,273480,1,1,161,0,9
4379,0,53,2,2,2,0,28440,1,0,18,0,9
4380,1,33,3,2,3,0,30000,0,0,377,0,9
4381,0,37,2,1,3,0,614640,1,0,396,0,9
4382,0,31,1,2,2,0,46680,1,0,69,2,2
4383,0,32,3,1,3,0,68880,1,0,259,3,2
4384,0,35,1,1,3,0,0,0,0,327,0,9
4385,0,43,7,3,2,0,114840,0,1,145,0,9
4386,0,32,4,2,1,0,56880,1,0,198,0,9
4387,0,45,7,2,3,0,594960,0,0,212,0,9
4388,1,35,1,2,2,0,-10440,1,0,1363,0,9
4389,0,59,3,1,3,0,141600,0,0,22,0,9
4390,0,28,6,1,2,0,1386600,0,0,125,0,9
4391,0,34,2,1,2,0,604680,0,0,205,0,9
4392,0,23,1,2,2,0,41880,1,0,108,0,9
4393,0,39,3,2,3,0,272520,1,0,575,0,9
4394,0,46,3,2,3,0,124560,1,1,200,0,9
4395,0,47,7,2,2,0,36720,1,0,20,0,9
4396,0,50,3,2,3,0,27600,0,1,149,0,9
4397,0,44,1,3,2,0,0,0,0,57,0,9
4398,0,45,7,2,2,0,0,0,0,106,0,9
4399,0,44,4,2,2,0,60000,1,0,86,2,2
4400,0,32,1,2,2,0,-54960,0,0,143,0,9
4401,0,59,4,2,2,0,10440,0,0,65,0,9
4402,0,33,3,1,3,0,2531520,1,0,144,0,9
4403,0,37,3,2,3,0,460920,0,0,69,0,9
4404,0,37,1,2,2,0,2160,1,1,103,0,9
4405,0,27,2,2,2,0,76680,1,0,633,0,9
4406,0,39,4,1,1,0,146400,0,0,148,0,9
4407,1,47,7,3,9,0,116760,0,0,489,1,2
4408,1,50,2,2,2,0,266160,1,0,711,0,9
4409,0,29,7,1,2,0,-54360,1,0,213,0,9
4410,0,33,10,2,3,0,1200,1,0,129,2,2
4411,1,32,2,1,3,0,809520,0,0,199,0,9
4412,0,28,4,2,2,0,0,1,0,548,0,9
4413,0,34,4,1,1,0,33480,1,0,208,1,2
4414,0,46,7,2,2,0,50040,1,0,219,1,3
4415,0,46,4,1,1,0,11520,1,0,217,0,9
4416,1,31,3,1,2,0,43200,1,0,309,0,9
4417,0,39,7,2,2,0,-59400,1,1,51,0,9
4418,0,35,3,1,3,0,0,0,0,669,0,9
4419,0,42,2,2,1,0,33000,0,0,295,9,2
4420,0,59,4,2,2,0,0,1,0,217,0,9
4421,0,60,3,2,3,0,1603200,0,1,264,0,9
4422,0,29,10,2,2,0,10200,1,0,76,0,9
4423,0,29,1,2,2,0,8760,1,0,252,0,9
4424,0,44,3,2,9,0,49800,1,0,7,0,9
4425,0,45,4,2,2,0,0,1,0,112,0,9
4426,0,31,4,2,2,0,191880,1,0,49,0,9
4427,0,32,3,1,3,0,1867320,1,0,151,0,9
4428,0,32,2,1,2,0,581160,0,0,63,0,9
4429,1,42,7,2,2,0,92880,0,0,997,0,9
4430,0,40,8,1,2,0,42720,1,0,225,2,2
4431,0,38,3,2,3,0,651840,1,1,707,2,2
4432,0,32,2,1,3,0,111600,0,0,85,0,9
4433,0,45,10,2,2,0,30960,1,0,287,0,9
4434,0,46,4,2,1,0,70560,1,0,249,4,2
4435,0,33,1,2,2,0,41640,1,0,7,13,2
4436,0,53,4,2,1,0,556920,0,0,356,0,9
4437,0,22,6,1,2,0,29880,0,0,11,0,9
4438,0,34,3,1,3,0,115920,1,0,393,3,2
4439,0,43,10,1,1,0,162480,0,0,183,0,9
4440,0,31,7,2,2,0,52800,1,0,117,0,9
4441,0,38,3,2,3,0,870600,1,0,78,2,2
4442,0,32,3,2,3,0,235920,0,0,436,0,9
4443,0,56,10,2,3,0,230640,1,0,247,0,9
4444,0,49,3,2,2,0,0,0,0,156,0,9
4445,0,25,7,2,2,0,-11640,1,0,143,0,9
4446,0,53,4,2,1,0,94440,1,1,119,0,9
4447,0,49,3,2,3,0,362640,0,0,38,0,9
4448,0,59,3,2,3,0,4440,0,0,64,0,9
4449,0,41,2,2,2,0,155640,0,0,82,0,9
4450,0,31,3,1,3,0,135600,1,0,181,3,2
4451,0,34,2,2,2,0,-27360,1,0,187,3,3
4452,1,31,5,1,2,0,0,0,0,160,0,9
4453,1,30,3,1,3,0,643080,0,0,145,2,1
4454,0,44,1,2,3,0,190560,1,0,84,0,9
4455,0,36,2,2,2,0,553560,0,0,207,0,9
4456,0,53,2,2,9,0,823080,1,0,32,0,9
4457,0,32,3,3,3,0,-76080,1,1,275,0,9
4458,0,39,7,2,1,0,192120,1,0,201,0,9
4459,0,30,2,1,3,0,12720,1,0,119,0,9
4460,0,40,4,2,2,0,7200,0,1,36,0,9
4461,0,40,3,2,3,0,17160,0,0,832,0,9
4462,0,40,7,2,2,0,48600,0,0,87,0,9
4463,1,51,3,2,3,0,56280,0,0,491,3,1
4464,0,40,4,2,2,0,32520,1,0,483,0,9
4465,0,54,4,2,1,0,292800,0,1,334,0,9
4466,0,35,4,2,2,0,87360,1,0,410,0,9
4467,1,22,6,1,2,0,2760,0,0,137,0,9
4468,0,45,4,2,1,0,63840,1,0,137,0,9
4469,0,53,2,3,2,0,20760,0,1,412,1,2
4470,0,29,4,2,2,0,360840,1,0,19,0,9
4471,0,38,1,3,2,0,58200,1,0,252,0,9
4472,0,46,1,2,9,0,243960,0,0,99,5,2
4473,0,50,3,2,2,1,50520,0,0,22,0,9
4474,0,37,4,1,1,0,109680,0,0,72,0,9
4475,0,30,2,3,3,0,38040,1,0,165,5,2
4476,1,30,3,1,3,0,586680,0,0,545,0,9
4477,0,50,3,3,3,0,0,0,0,128,0,9
4478,0,40,4,2,1,0,0,1,0,463,0,9
4479,0,46,2,3,2,0,27000,0,0,530,0,9
4480,0,27,4,1,2,0,330240,1,0,165,0,9
4481,1,32,3,1,3,0,37320,0,0,757,0,9
4482,0,35,1,2,2,0,108840,0,1,97,0,9
4483,0,31,2,1,3,0,4320,0,0,111,0,9
4484,0,38,2,2,2,0,173040,1,0,113,1,2
4485,1,37,7,2,2,0,482040,0,0,156,0,9
4486,0,35,1,1,3,0,507960,0,0,135,0,9
4487,0,44,2,2,2,0,357720,1,1,118,0,9
4488,0,37,1,1,2,0,2640,1,0,28,5,2
4489,0,29,4,2,1,0,75600,1,0,219,0,9
4490,0,49,11,2,2,0,0,1,0,51,0,9
4491,0,58,12,2,2,0,147240,0,0,182,2,2
4492,0,40,2,2,2,0,83280,1,0,97,5,2
4493,0,35,4,2,9,0,9000,1,0,169,0,9
4494,0,54,8,2,3,0,790800,0,0,160,0,9
4495,0,47,1,1,2,0,71280,1,0,161,0,9
4496,1,33,8,2,2,0,145320,0,0,535,1,1
4497,0,59,10,3,2,0,0,0,0,98,0,9
4498,0,32,6,1,2,0,225960,1,0,57,0,9
4499,0,53,2,2,9,0,830520,1,0,130,2,3
4500,0,27,4,1,2,1,-360,1,0,265,0,9
4501,0,27,6,1,2,0,269400,0,0,163,0,9
4502,0,31,5,1,9,0,36120,1,0,371,0,9
4503,0,43,1,2,2,0,73920,1,0,168,0,9
4504,0,25,6,1,2,0,768000,0,0,100,0,9
4505,0,33,2,2,2,0,574800,1,0,137,2,2
4506,0,56,1,2,2,0,2400,0,0,130,0,9
4507,0,34,5,2,3,0,17400,1,1,127,0,9
4508,0,25,4,1,1,0,732000,1,0,45,0,9
4509,0,40,1,2,2,0,64560,0,0,167,0,9
4510,0,35,2,2,2,0,150600,0,0,445,0,9
4511,0,47,12,3,2,0,5640,0,0,489,0,9
4512,0,32,4,2,2,0,58920,1,0,223,0,9
4513,0,40,2,2,2,0,366720,0,0,103,0,9
4514,0,43,4,2,2,0,37680,1,1,247,2,2
4515,0,46,4,2,1,0,97080,0,0,160,0,9
4516,0,34,3,1,3,0,30000,0,0,64,0,9
4517,0,48,4,2,1,0,-55200,0,0,135,0,9
4518,1,23,6,1,2,0,155760,0,0,603,0,9
4519,0,80,12,2,2,0,193200,0,0,71,0,9
4520,0,54,5,2,3,0,185280,0,1,85,3,2
4521,0,45,4,2,2,0,27120,0,0,211,0,9
4522,0,43,11,2,2,0,684480,1,0,139,0,9
4523,0,39,2,2,2,0,0,1,0,137,1,2
4524,0,44,5,2,2,1,-101760,1,0,468,0,9
4525,0,53,4,2,2,0,-8520,1,0,91,0,9
4526,1,32,3,1,3,0,37440,0,0,232,0,9
4527,0,28,8,1,3,0,0,0,0,39,0,9
4528,0,43,2,2,2,0,75480,0,0,196,0,9
4529,1,42,4,2,1,0,200760,1,0,636,0,9
4530,0,50,4,2,2,0,186840,1,0,263,0,9
4531,0,29,3,1,3,0,563280,0,0,181,0,9
4532,0,54,3,2,3,0,61320,0,0,264,3,2
4533,0,41,3,2,3,0,727200,1,0,71,0,9
4534,0,38,3,1,3,0,123240,1,0,387,3,1
4535,0,32,3,1,3,0,83640,0,0,210,0,9
4536,0,38,7,1,2,0,19680,0,1,188,0,9
4537,0,39,3,1,2,0,-58800,0,1,141,0,9
4538,0,33,3,2,3,0,8760,1,0,214,0,9
4539,0,58,12,2,3,0,16320,0,0,211,0,9
4540,0,21,4,1,2,0,166200,1,0,12,0,9
4541,0,40,4,1,1,0,53520,1,0,594,1,2
4542,0,57,1,2,2,0,256440,0,0,132,0,9
4543,0,24,4,1,9,0,23040,0,0,424,0,9
4544,0,29,7,1,2,0,-30120,0,0,98,0,9
4545,0,32,11,2,1,0,34320,1,0,175,0,9
4546,0,59,12,2,3,0,112920,0,1,231,1,2
4547,0,37,1,3,9,0,56520,1,0,200,0,9
4548,0,53,2,3,2,0,5400,0,0,171,0,9
4549,0,45,2,1,2,0,1320,0,0,247,0,9
4550,0,56,12,2,1,0,2520,0,0,324,0,9
4551,1,48,4,2,2,0,191520,1,0,760,0,9
4552,0,37,8,2,2,0,-57120,1,0,149,0,9
4553,0,31,4,2,2,0,-86760,1,0,112,0,9
4554,0,37,4,2,2,0,117840,1,0,127,2,2
4555,0,32,4,2,1,0,22440,0,0,485,1,2
4556,1,48,8,3,2,0,24120,0,0,406,2,1
4557,0,31,8,2,2,0,6840,1,1,104,0,9
4558,0,39,11,1,3,0,110040,1,0,161,1,2
4559,0,57,4,2,1,0,5640,0,1,326,0,9
4560,0,37,1,1,1,0,10920,1,0,283,2,2
4561,0,32,3,2,3,0,32760,1,1,97,0,9
4562,0,53,1,2,2,0,-23640,1,1,178,0,9
4563,0,32,2,1,2,0,-28080,1,0,24,0,9
4564,0,42,2,1,2,0,9240,0,1,152,0,9
4565,0,27,1,2,2,0,15960,1,1,338,0,9
4566,0,39,3,2,3,1,5640,0,0,84,0,9
4567,0,35,2,2,3,0,14640,0,0,277,0,9
4568,0,33,3,1,3,0,36840,0,0,113,4,2
4569,0,31,3,3,2,0,0,1,0,216,0,9
4570,1,61,12,2,2,0,126960,0,0,159,0,9
4571,0,49,7,1,2,0,226080,1,0,43,0,9
4572,0,25,5,2,3,0,4560,1,0,278,0,9
4573,0,34,4,2,2,0,14400,1,0,369,0,9
4574,1,40,2,2,2,0,271920,0,0,447,5,2
4575,1,33,1,2,2,0,11400,1,0,335,0,9
4576,0,44,3,2,2,0,1566480,1,0,471,12,3
4577,0,42,2,2,9,0,30480,1,0,241,1,2
4578,0,30,4,1,2,0,2160,0,0,395,0,9
4579,0,30,2,2,3,0,-30720,1,0,51,0,9
4580,0,30,2,1,3,0,28320,1,0,197,0,9
4581,1,32,3,1,3,0,92280,0,0,695,0,9
4582,0,39,4,1,2,0,3480,1,0,214,0,9
4583,0,28,2,1,2,0,25920,1,0,66,0,9
4584,0,27,11,3,2,0,19800,1,0,1160,4,2
4585,0,28,6,1,2,0,106920,0,0,34,0,9
4586,0,32,4,2,1,0,0,1,1,82,4,2
4587,0,30,4,2,2,0,109560,1,1,433,0,9
4588,0,40,2,2,2,0,6720,1,1,223,0,9
4589,0,30,1,1,3,0,4920,1,0,68,2,1
4590,0,43,12,2,1,0,48000,1,0,282,0,9
4591,0,37,5,2,3,0,322200,0,0,187,0,9
4592,1,26,3,1,3,0,444480,0,0,238,0,9
4593,0,30,3,1,3,0,149160,1,0,86,1,2
4594,0,33,7,2,2,0,19440,1,0,135,2,2
4595,0,39,2,1,2,0,-17160,1,0,93,7,2
4596,1,46,3,2,3,0,29040,0,0,120,1,1
4597,0,48,3,3,3,0,90840,1,0,90,0,9
4598,0,36,4,2,1,0,32640,0,0,222,0,9
4599,1,35,3,2,3,0,7440,0,0,226,4,1
4600,0,44,3,2,3,0,34080,1,1,109,0,9
4601,0,56,4,2,1,0,33360,0,1,261,0,9
4602,0,43,3,3,3,0,59640,0,0,66,22,2
4603,0,32,8,2,3,0,120,0,0,449,0,9
4604,0,30,3,1,3,0,152280,0,0,361,0,9
4605,1,40,5,2,3,1,0,0,0,952,0,9
4606,0,70,12,2,2,0,73920,0,0,149,1,2
4607,0,29,3,2,3,0,290040,1,0,126,0,9
4608,0,41,10,2,2,0,0,1,1,368,0,9
4609,1,32,3,1,3,0,304320,1,0,958,0,9
4610,1,35,4,2,9,0,62400,1,0,476,0,9
4611,0,53,4,2,1,0,205800,1,1,27,0,9
4612,1,25,11,1,3,0,5040,1,0,149,1,1
4613,0,35,3,2,3,0,593160,1,0,295,2,2
4614,0,35,4,2,2,0,18480,1,0,211,0,9
4615,0,38,4,2,2,0,207720,1,1,162,4,2
4616,0,45,4,1,2,0,10920,0,1,149,2,2
4617,0,29,2,1,2,0,37080,1,0,214,0,9
4618,0,27,1,1,2,0,550800,1,0,75,2,2
4619,0,47,2,2,3,0,-89280,1,1,1256,0,9
4620,1,46,3,3,2,0,0,0,0,763,0,9
4621,0,33,6,1,3,0,480,1,0,203,0,9
4622,0,55,12,2,2,0,12360,1,1,57,0,9
4623,0,36,2,1,2,0,4200,0,0,493,0,9
4624,0,39,2,2,3,0,1411920,1,0,15,1,2
4625,1,47,4,2,2,0,98400,0,0,262,1,1
4626,0,34,4,2,2,0,249120,1,0,257,0,9
4627,1,51,5,2,1,0,173160,0,0,172,0,9
4628,0,36,4,2,1,0,23880,1,0,165,0,9
4629,0,39,3,2,2,0,95280,1,0,71,3,2
4630,0,32,8,2,2,0,43800,1,0,210,0,9
4631,0,28,2,1,2,0,33600,1,0,142,0,9
4632,0,51,12,3,1,0,5160,0,0,212,0,9
4633,0,34,3,2,3,0,199920,0,0,36,0,9
4634,0,36,5,2,2,1,120,1,0,203,0,9
4635,0,34,4,1,2,0,595560,1,0,226,0,9
4636,0,21,6,1,2,0,66840,0,0,197,0,9
4637,0,31,3,1,3,0,6600,0,0,215,0,9
4638,0,37,2,3,2,0,-2160,0,0,870,0,9
4639,0,45,4,2,2,0,99240,1,1,201,0,9
4640,0,35,1,3,2,0,0,1,1,86,0,9
4641,1,70,12,2,1,0,281520,0,0,694,5,2
4642,0,42,7,2,9,0,160800,0,1,88,0,9
4643,0,31,7,2,2,0,290760,1,1,88,1,3
4644,0,44,10,2,1,0,0,0,0,174,0,9
4645,0,38,1,2,2,0,60600,1,1,119,2,2
4646,0,31,4,2,1,0,567360,1,0,114,3,3
4647,0,36,2,3,1,0,-15240,1,0,320,0,9
4648,0,32,4,1,2,0,323520,1,0,238,3,2
4649,1,60,4,2,1,0,151440,1,1,1015,0,9
4650,0,58,7,2,2,0,156120,1,0,261,2,2
4651,0,39,3,2,3,0,128400,1,1,71,0,9
4652,0,59,3,2,3,0,0,0,0,112,0,9
4653,0,54,3,3,2,0,35880,0,1,147,0,9
4654,1,33,7,1,2,0,20400,0,0,782,0,9
4655,0,50,4,2,2,0,21720,1,0,599,0,9
4656,0,29,4,2,2,0,42960,0,0,88,0,9
4657,0,54,12,2,1,0,1320,1,1,48,0,9
4658,0,56,3,3,2,0,33360,1,0,269,0,9
4659,0,29,2,1,3,0,109200,1,0,278,0,9
4660,0,30,4,1,1,0,676920,0,0,695,0,9
4661,0,38,4,2,2,0,54240,1,0,69,0,9
4662,1,34,3,1,3,0,610320,0,0,213,0,9
4663,0,34,1,2,2,0,179880,1,0,186,2,2
4664,0,29,2,1,3,0,-96360,1,1,827,9,2
4665,0,33,3,2,3,0,695040,1,0,55,0,9
4666,0,47,10,2,2,0,138240,0,0,260,0,9
4667,0,38,7,2,2,0,5160,1,0,213,0,9
4668,0,37,7,2,2,0,-600,1,1,43,0,9
4669,1,43,3,2,3,0,422160,0,0,206,2,1
4670,0,60,12,2,2,0,844560,0,0,138,0,9
4671,0,51,3,2,3,0,309840,0,0,197,0,9
4672,0,56,4,2,1,0,65640,0,0,84,0,9
4673,1,74,12,2,3,0,221160,0,0,251,3,1
4674,0,52,4,2,2,0,273120,0,0,83,0,9
4675,1,50,7,2,2,0,38400,0,0,294,4,1
4676,0,38,2,2,2,0,34080,1,0,483,0,9
4677,0,33,11,2,3,0,117600,0,0,170,0,9
4678,1,33,3,1,3,0,816840,0,0,163,0,9
4679,0,47,1,2,9,0,7920,0,0,297,1,1
4680,0,53,4,2,2,0,222240,1,0,134,0,9
4681,0,35,1,2,2,0,4080,1,0,249,3,2
4682,0,26,4,2,2,0,15360,0,0,355,0,9
4683,0,56,2,3,2,0,600,0,0,98,0,9
4684,0,37,7,2,3,0,0,1,0,11,1,2
4685,1,28,2,1,9,0,0,1,0,96,1,2
4686,0,50,12,1,1,0,24960,0,0,51,0,9
4687,0,35,3,1,3,0,24600,1,0,512,0,9
4688,0,35,1,2,2,0,382440,1,0,71,0,9
4689,0,31,1,2,2,0,0,1,0,40,0,9
4690,0,38,4,2,2,1,-1200,0,0,174,0,9
4691,0,31,3,1,3,0,0,0,0,155,0,9
4692,0,55,5,2,3,0,2640,0,1,215,0,9
4693,0,31,6,1,3,0,3000,1,0,85,2,2
4694,0,60,4,2,1,0,1320,0,0,15,0,9
4695,0,42,10,2,1,0,1770240,0,0,107,0,9
4696,0,30,8,1,2,0,9480,0,1,169,0,9
4697,0,50,2,2,2,0,12360,1,0,109,6,2
4698,0,54,2,2,9,0,102120,1,0,108,0,9
4699,1,61,3,2,3,0,119640,0,0,269,1,1
4700,0,33,2,2,2,0,43080,1,0,210,1,3
4701,0,44,5,2,1,0,6960,1,0,113,0,9
4702,0,36,4,1,2,0,13200,0,0,291,0,9
4703,1,31,4,2,2,0,349200,1,0,1392,0,9
4704,0,59,11,2,3,0,22200,0,0,283,0,9
4705,0,47,1,3,2,0,0,0,0,335,0,9
4706,0,26,3,1,3,0,-75600,1,1,192,0,9
4707,0,43,3,2,3,0,27360,1,0,84,0,9
4708,0,43,3,2,3,0,42720,0,0,80,0,9
4709,0,57,4,2,2,0,712200,1,1,90,1,2
4710,0,39,1,2,2,0,31200,1,0,146,1,2
4711,0,58,7,3,2,0,88680,1,0,304,5,2
4712,0,49,4,2,9,0,371520,0,0,147,0,9
4713,0,36,4,2,1,0,327600,1,0,105,1,2
4714,0,59,4,2,2,0,312600,0,0,85,0,9
4715,0,60,1,2,2,0,26520,0,0,92,0,9
4716,0,42,7,1,2,0,29640,1,0,114,0,9
4717,0,28,4,2,2,0,15720,1,0,147,0,9
4718,1,21,6,1,2,0,298560,0,0,180,0,9
4719,1,35,8,1,2,0,15240,1,0,162,0,9
4720,1,41,2,2,2,0,480480,0,0,314,0,9
4721,0,30,7,2,2,0,0,1,1,185,0,9
4722,0,33,2,3,3,0,0,1,0,72,0,9
4723,0,60,12,1,1,0,56400,0,0,100,0,9
4724,0,33,1,2,2,0,5280,1,1,231,0,9
4725,0,35,4,2,1,0,63120,1,0,914,0,9
4726,0,56,7,3,2,0,112200,0,0,136,3,2
4727,0,43,2,2,2,0,44280,1,0,75,0,9
4728,0,47,7,2,1,0,70320,0,0,68,0,9
4729,0,55,10,2,1,0,25320,0,0,111,0,9
4730,0,52,11,2,2,0,29760,0,1,245,0,9
4731,0,39,3,2,1,0,451200,0,1,262,0,9
4732,0,33,3,1,3,0,148800,1,0,505,1,3
4733,0,41,2,1,3,0,1836240,0,0,121,0,9
4734,0,37,4,2,1,0,30360,1,0,145,0,9
4735,0,39,3,2,3,0,31920,1,1,251,0,9
4736,1,37,2,2,2,0,204840,1,0,546,3,2
4737,1,45,4,2,2,0,947400,1,0,872,0,9
4738,0,45,3,2,3,0,231840,1,0,146,0,9
4739,0,55,3,2,3,0,88800,0,0,57,0,9
4740,1,37,3,1,3,0,3960,1,0,186,0,9
4741,0,42,4,2,2,0,-17400,1,0,231,0,9
4742,0,27,1,1,3,0,239520,1,0,187,0,9
4743,1,34,3,2,3,0,0,1,0,251,0,9
4744,0,34,4,2,9,0,68160,1,0,256,0,9
4745,0,34,4,2,2,0,997080,1,1,50,0,9
4746,0,29,3,2,2,0,19200,0,0,844,0,9
4747,0,41,4,2,1,0,44640,1,0,117,0,9
4748,0,37,1,1,2,0,0,0,0,232,0,9
4749,0,32,5,1,1,1,-101880,1,1,204,0,9
4750,1,29,7,1,3,0,214560,0,0,353,0,9
4751,0,32,6,1,3,0,0,0,0,101,6,3
4752,1,33,1,1,3,0,17520,0,0,351,0,9
4753,0,45,3,2,1,0,0,0,1,54,0,9
4754,0,43,2,2,2,0,-59520,1,0,100,0,9
